ERROR,STD_SMILES
CccnCCCO)CCO[Si]C)C)CC)C)C)))))O5)))))c=O)[nH]c6=O,CccnC)c=O)[nH]c6=O
CCC)OC=O)CCCCCCCCCCO)C5C=CCO)COcccF)ccc6F)))))))))))))))OC7,CCCCO)CCOCCCCCCC)=O)))))CCC7%10
O=CO)CCNCCCCC6))COcccC=Ccccccc6F)))))))))ccc69,CCCCC)=O
NC=O)cocccccc6c9NC=O)cccccCl)c6,CNccCN)=O))occcccc96
COccccc-cccNCcccccc6)OCO5))))))))))ncN)n6))))))c6,COcccccC)c6
CC=O)OCCC)=O))CCCCCCC)C=CC=O)C=CC6C)C%10F)CO)CC%14%17C,CC=O)CC)CCCCCCC)C=CC=O)C=CC6C)C%10F)CO)CC%14%17C
ON=ccc-cccsccc5cn9)))))))))occccCCCNCCOCC6)))))))))cc%106,CCCCccccocC)cc=NO))c6c%10
COccccNC=O)CSC5cccccc6)))))))))))cc6,CNC=O)CSC5cccccc6
CCC)CCCcccccc6C9))))))))))NCCO)COcccCCC=O)O))))ccF)c6F,CCC)C)CCCcccccc6C9
COCCCC=O)NCCCCBr)=NO5))))))))NC=O)OCccncccccc6c%10)))))))))))))C5,CCccncccccc6c%10
CCCCCOccccccS=O)=O)NCCCC=O)O))))C=O)O)))))ccc6c%10,CccccccSC)=O)=O))ccc6c%10
CnccCN)=O))cc5-cccncNcccNCCNCC6))))))ccc6OCF)F)F))))))))))n6,CcccCN)=O))cn5C
COcccccc6NCC=O)NCCCCCC6)))))))))SC)=O)=O,COcccccc6C
Ccccccc-cccCF)F)F))ccc6F)))))))nnCcnnnC)n5))))))c95,CcnnC)ccC)cccc96
COcccccc6OC))))CC=O)NCCCNCCCcccOC))cOC))cc68)))))))))))))CC7,CCCCNCCcccOC))cOC))cc6CC%11=O
CcccccCC=O)Ncnc-cccccn6))))))cs5))))))))coc5c9,Ccccccn6
Ncnnc-cccc[nH]cc-ccnccNCCCCCC6)))))))n6))))))c5c9)))))))))s5,Ccccc[nH]ccC)c5c9
COcccc-ccc=O)cccOC))ccc6o%10))))))))))cOC))c6,COccccocC)cc=O)c6c%10
CNC)ccccccC=O)NCCC3CCNcccccc6))))))CC6))))))))))cccc%106,CC=O)ccccccNC)C))cccc%106
C=CC=O)NCCNcncNccnC)nc5OC))))))))cncnCC)C)C))c5n9)))))))))CC5F,CcncC)cncnC)c5n9
Cncccccc-nccc-ccccCF)F)F))cn6))))))cc6=O)))))))cc69))))))CNCCC7,CccccccnC)c5c9)))CCCNC7
CCNCcccNcccncccCl)ccc%106)))))))))))ccc6O.Cl,CCNCcccC)ccc6O
COcncc-cccccc6CCNC=O)ccccCOCCF)F)F)))))nc6))))))))CO6))))))))))cn6,CNCCOcccccC)c6C%10
CCCcccccc6))))))NC=O)NCcccccc6)))))))C5=O,CCCcccccc6))))))NC=O)NC)C5=O
COcccc-ncC)ccC=O)COcccc-ncnnn5)))))cc6)))))))))c5C))))))cc6,COccccC)cc6
CCOC=O)CO)CO)CCcccc-cccCl)ccCl)c6))))))cc6)))))))NC=O)CC)N,CcccCl)ccCl)c6
CNC)CC=CC=O)NccccncncNcccccBr)c6)))))))c6c%10,CCCC)=O
CCCCCC=O)CCCCO)CC=O)C5CCCCCCC=O)O,CO
CCCOC=O)NCC)cnccccF)cc6s9,CNCC)cnccccF)cc6s9
N#CcccS=O)=O)Nccscn5)))))))ccc6OccccCl)cc6-cccccN)n6,CccccSC)=O)=O))cc6C#N
COCCCC=O)NCCNCCCC5CnncCccccCl)cc6)))))))cccccc6c%10=O,CnncCccccCl)cc6)))))))cccccc6c%10=O
CC=CCC)NC=O)CCCC)C)))NC=O)OCcccccc6)))))))))))))))[N+]=O)[O-],CNCCCC)C)))CC)=O
O=CCCCccccCl)cCl)c6))))))OCCOccccCl)cc6))))))))CN85,CCCCNC=O)CCC5ccccCl)cCl)c6))))))O8
O=CCOCccccBr)cc6N%11CccccCF)F)F))cc6,CCccccCF)F)F))cc6
N#CC=CSCNCcccco5))))))CN6C=O)CC%10ccF)cccc6Cl,CNCSC=CC#N))CccF)cccc6Cl)))))))CC=O)N6C%10
CC=O)OCOC=O)ccscc5NcccccC)c6Cl,CcccccC)c6Cl
COcccc-cncCS=O)CC=O)NCCCCC5))))))))))cC)o5)))))cc6,CC=O)CS=O)CcncC)oc5C
CCcncccc6nc-cnonc5N))))))n5CC,CCcncccc6ncC)n5CC
CnncccccNccccCl)cc6)))))))cccc6nc%10%13,Ccccccncccnn5C))))cc%106
CNCCNccF)cN)cc=O)cC=O)O))cnCCC3)))c6c%10F)))))))))))CC6,CC=O)ccnC)ccF)cC)cF)cN)c6c%10=O
Fcccccc6OCcnnc-cccccc6))))))o5,Ccccccc6F
O=CC=CC=O)N5CCCCO)CCccccO)cc6C%10CCN%12CCCC3)))))))C%14O5,CCCCCO)CCccccO)cc6C%10CCN%12C))))C%14O5
CNC=O)CNC=O)CCcccccc6F))))))))NC=O)OCC)C)C))))))))CNCCCCC4)))))cccccc6%11,CNCCcccccc6F))))))))CC)=O
COC=O)cccccNC=O)CccocccOC))ccc96))))))))))))c6,CNcccccCC)=O))c6
CCNCCCCC5))))))C=O)cccccBr)c6,CCC)C=O)cccccBr)c6
O=CC=CccccCNCCncccccc6cccccc6%13)))))))))))))))))cc6))))))))NO,Cncccccc6cccccc6%13
CCcccCl)cOC))cC=O)NCCCCNCC))C5))))))))c6O,CCcccCl)cOC))cCC)=O))c6O
C=CC=O)NCCCCNC=O)c[nH]ncc5NC=O)ccCl)cccc6Cl))))))))))))))))C6,C=CCC)=O
CNC=O)ccnC)cc5C=O)NcccC)cnnnC)c5c9)))))))))C5ccccCl)cc6,CC=O)ccnC)cc5C=O)NC)C5ccccCl)cc6
COccccC=O)NccccS=O)=O)NconcC)c5C))))))))cc6))))))))cc6,COccccCC)=O))cc6
CCCCCC=O)CCCCO)CCO)C5CC=CCCCC=O)O,CCCCCC=O)CCCCO)CCO)C5CCC
CNCCCC5CCOC=O)CCO))cccccc6)))))))))C7.O=S=O)O)O,COCCCCCCC7)N5C
CCC)CC=O)O))NC)C=O)OCcccccc6,CCcccccc6
O=CCCCCN5C=O)CCnc=O)c-cccccc6))))))ncccccc6%10))))))))))))))))))NCCCC5,Ccncccccc6nC)c%10=O
NC=O)CCO))NCccccOCcccccc6))))))))cc6,CCccccC)cc6
CCC)N=CN)N=CN)N6OCCCOccccBr)cc6,CNCN)=NCN)=NC6C)C
COcccc-ccncccccC=O)NCCCnccnc5))))))))))nc%106))))))))))cc6,CC=O)cccccnccC)c6n%10
CCC)CnncNccnccc6C=O)NC#N)))))))))))cccF)ccc69,CC=O)cccncc6C
CccccC=O)Ncc-ccccs5)))))ncccccn96)))))))))))cc6,CC=O)ccccC)cc6
OccccCScccO)ccc6OC%10ccccOCCNCCCO)C5))))))))cc6))))))))))))))))cc6,CCCOccccCOccccO)cc6SC%10ccccO)cc6))))))))))))))))cc6
Ccccc-ccC=CC#N))C=O)OCC)C)C))))))nCCCO))))cncncN)c96)))))))))cc6,CccccC)cc6
CC=O)Occcccc6SCCCcccccc6,COcccccc6SCCCcccccc6
CccC#N))cccccc6n9CC=O)NCCCCCO5,CccC#N))cccccc6n9C
CNCCCC5CCNC=O)NC=O)cccccc6OCCCC3)))))))))))))))C7,CC=O)cccccc6C
CCC)C)OC=O)NCCC=O)NCCncnnc5CF)F)F)))))C6))))))))CcccF)cF)cc6F,COCC)C)C
CccccOcccc-ccC)c=O)[nH]c=O)n6C)))))))cC)c6)))))))nccc6o9,CccccC)nccc6o9
C=CC=O)NCCCNccccCN)=O))cNccccNCCCCC6))))))nc6)))))))n6))))))C5,CNCCCCC6
Ccccccc6C=O)Ncnc-ccccnc6))))))cs5,CC=O)cccccc6C
O=CO)ccnCCC3)))cccNCCNC=S)NccccCF)F)F))cc6))))))))CC6))))))cF)cc6c%10=O,CC=O)ccnC)cccC)cF)cc6c%10=O
CCCCCCCCCC[N+]C)C)CCOC=O)CCCCCCCC6)C8)))C6.[Br-],CC=O)CCCCCCCC6)C8)))C6
CCNCC))CCCNC=O)CCCCCcccccc6%10)))))))))C5=O.Cl,CCCCNCC))CC
Cnnccc5-cccCl)ccc6OccccS=O)=O)NccccC#N))cn6))))))))cc6C#N,CccccSC)=O)=O))cc6C#N
CCcccNcncNCccccCl)cc6OC))))))))))ncccccOC))c%106)))))))))))n[nH]5,COcccccncC)ncC)c%106
CCCCCCCCCCCC=CCO)CN)CO,CCCO)CN)CO
CCCCCCCC=CC=O)C=CC6C)C%10Cl)CO)CC%14C)C%17OC=O)cccco5)))))))C=O)CCl,CCCCCCCC=CC=O)C=CC6C)C%10Cl)CO)CC%14C)C%17C)C=O)CCl
CCNCCNccccOCF)F)F)))cNcncccn6)-cccCN)=O))nn5C))))CC6))))))))))c6))))))CC6,Ccncccn6)-cccCN)=O))nn5C))))CC6
CccccC=O)NCN)=Ncccccccccc%106))))))))))))))cc6,CNCN)=Ncccccccccc%106
CC=O)NccccNC=O)cccccc6Br)))))))))cc6,CC=O)cccccc6Br
CCC)CCCC5CS=O)=O)NccccSN)=O)=O))cc6)))))))))C=O)C6,CNccccSN)=O)=O))cc6
CCC)NCCO)COcccccc6CCCCCC6C5.Cl,Ccccccc6CCCCCC6C5
O=CNN=CccccScccccn6)))))))o5))))))))cccccF)c6,CNN=CccccScccccn6)))))))o5
CNCCCNcccc-cccc[nH]ccc5c9)))))))))nn6))))))CC5C8.CccccS=O)=O)O))cc6,Ccccc[nH]ccc5c9
CcccC=CSC=Ncccccc6)))))))NC5=O)))))))cC)n5-cccccc6,CCSC=Ncccccc6)))))))NC5=O
CSCCCNC=O)COccccCl)cc6Cl)))))))))))C=O)O,CccccCl)cc6Cl
O=CNccccNC=O)CCCCCCC6)))))C5=O))))))cCl)c6)))))))cccccn6,CNC=O)CCCCCCC6)))))C5=O
CCOcccncncNccccF)cCl)c6)))))))c6cc%10NC=O)C=CCNCCC3,CCOcccncncC)c6cc%10NC
Ccccccc6Ncnc-cccncc6))))))cs5,Ccccccc6C
CCCNCC=O)NCCC)C)cnccCccccF)cc6)))))))cc69)))))))))))CCNCCOCC6C))))))))CN6,CNCCC)C)cnccCccccF)cc6)))))))cc69
COcccccc6OCCCNCcccccc6C9)))))))))))))))N=CN)C5CCCC5,COcccccc6C)))N=CN)C5CCCC5
CcccccCC=O)NCCcc5ccc-ccnC)cncncN)c96)))))))))c6F))))))))))))n6,Ccccccc6F))CCN5C
COC=O)C=CcccCF)F)F))ccc=O)ncNCCNCCCCCCC6)))))))CC6))))))sc%106,CCcccCF)F)F))ccc=O)ncC)sc%106
CCC)C)NCCCOcccccc6-cccccc6C9=O))))))))))))))))OC=O)CC)C)C,CCCC)COcccccc6-cccccc6C9=O
OCcscNccccF)cCF)F)F))c6)))))))nc5-cccncc6,CccccF)cCF)F)F))c6
CCC=NNC=O)CCcccccc6)))))))))CO)CF)F)F))C5,CC=O)CCcccccc6
CCC=O)OCC=O)COC=O)CC))))CC)CCCCCl)CC=CC=O)C=CC6C)C%10CO)CC%14%17C,COCC=O)COC))CC)CCCCCl)CC=CC=O)C=CC6C)C%10CO)CC%14%17C
CCCCOCCOC=O)Ccccccc6))))))NCCCCC6,CCCCOCCC
CCC)C)cccCCCCCC6))))))ccc6OC=O)cccc[n+][O-])c6,CccccCCCCCC6))))))cc6CC)C)C
CCCNCCccccs5)))))))CCCccO)cccc6C%10.Cl,CCCCccO)cccc6C%10
COccc-cncnC=CC=O)OCC)C))))))n5)))))ccCF)F)F))c6,COcccC)ccCF)F)F))c6
COC=O)CCccccCl)cc6))))))CCCCC7N5C,COC
CCCCC=O)Occcccc6-cccOC))ccc6CC%10)NC)CC6,COcccccc6)-cccccc6OC))))))CC6NC)CC%10
O=cncOCCCOCCO6))))))))ccn6CCcccC#CCCC3)))))ccc6-%10,Ccccnc=O)n6))CCcccC#CCCC3)))))ccc6-%10
CNccccOC=O)NCCCCCCNCCOCC6)))))))))))))))cc6CNCCcccccc6C%10%18,Ccccccc6)CNCCcccccc6C%10N%14C
CScsc-cccnCC)=O))n5)))))cc5C=O)CCC)C)C6,CcccnC)n5
CCCCCCC=O)NCC=O)NCCCCCCO5)C6CC=CCCCC=O)O,CCCCCCCCO5)C6CNC
COcccOC))cC=CS=O)=O)CccccOC))cOP=O)O)O)))c6))))))))))cOC))c6,CCS=O)=O)CccccOC))cOP=O)O)O)))c6
O=CO)ccnCCOcccccc6Cl))))))))))cccccc96,CC=O)ccnC)cccccc96
CC=CC=O)OCCCCC5)))))))CccccCl)cc6))))))NC=O)N6,CC=O)C=CC)NC=O)NC6ccccCl)cc6
CC=O)Occccncccc=O)cc-6oc%10c%14,COccccncccc=O)cc-6oc%10c%14
[H]cc[H])c[H])cOcccccO)cC=O)NCC=O)O)))))ncC)c6c%10)))))))))))c[H])c6[H],CC=O)cncC)cccC)ccc6c%10O
CCOccccnc6NC)CCCNCcccccc6)))))))CC6.O=CO)C=CC=O)O,CCcccccc6
CccsccNCC)CNCCNS=O)=O)ccccCl)cCl)c6)))))))CC6)))))))))ncnc96,CccsccC)ncnc96
O=CO)CCNCCcoc-ccccOCcccccc6F)))))))))cc6))))))cc5C9,CccccC)cc6
COccccC=O)C=Ccccccc6Cl))))))))))cc6,CCC=O)ccccOC))cc6
COcccNcccccn6)OCcccccc6))))))CNC)C7)))))))))))ccc6-ncncC)c5,Ccccccn6)OCcccccc6))))))CNC)C7
O=CCOccnc-ccccOCF)F)))cc6))))))nnc5cn9))))))))))CccccF)cF)c6))))))N4CCC3,CCC=O)NC)C4ccccF)cF)c6
CccccCNC=O)Ccccccc6C=O)NC)C%10ccnC)cccccc96))))))))))))))))))))))cc6,CC=O)Ccccccc6C=O)NC)C%10ccnC)cccccc96
CCCCSCCCNC=O)OCC)C)C)))))C=O)O,CCCCSCCCNC))CC)=O
CCCccccccOC))ccc6c%10))))))))))CC)C)C=O)O,CCCccccccOC))ccc6c%10))))))))))CC)C)CC)=O
O=CNCCOP=O)O)OCcccccc6)))))))))))C=O)O))))OCCcccccc6-cccccc6%13,CCCcccccc6-cccccc6%13
CCCCcccncc6NC=O)cncCCCCCC6))))))ccc6N)))))))))))))))CCN)C6O,CC=O)cncCCCCCC6))))))ccc6N
CCC)CNC=O)CCCCN5C=O)CNC=O)OCcccccc6))))))))))CC)C)))))))))))C=O)ccccs5,CCcccccc6
CCC)CC=O)OCCC=O)OCC=COC=O)ccccCl)cc69))))))))))))))C[N+]C)C)C,CCC=COC=O)ccccCl)cc69
ccccccNcnocccccc96))))))))))ccc6c%10,Cccccccccc6c%10
COC=O)NCC=O)NCCCC5C=O)NCC=O)CF)F)F)))CC)C)))))))))))CC)C,CNCCC)=O))CC)C
COcccccc6)ccn5C=O)cccccc6))))))))CCCC=O)O))C6,COcccccc6)ccn5C))CCCCC)=O))C6
COcccccc6NCCNCccNCC)=O)))scC)c5C)))))))CC6,COcccccc6C
[H]C[H])[H])CNCCO)cccccccCC))c6o9))))))))))))C[H])[H])[H]))C[H])[H])[H],CCcccccccCO)CC)))oc95
CNCC)C=O)NCCC=CCCCCcccccc6)))))))CCC=O)NCCCCcccccc6%10))))))))))))N5C%11=O,CNCCC=CCCCCcccccc6)))))))CCCC)=O))N5C%11=O
COC=O)CccscN=CccO)n-cccccCF)F)F))c6))))))c=O)cccccc%106))))))))))))n5,COC
O=CCCCcccccc6)))))))))NccccC=O)NO)))cc6,CNccccCC)=O))cc6
CCNC=O)CS)Ccccccc6))))))))))C=O)NCCCC5C=O)O,CC=O)CS)Ccccccc6
CCC=O)Ncccccc6))))))CCCNCCcccccC)c6))))))))CC6.Cl,CCCcccccC)c6
CCC=O)O))cccc-ccnccccc6n9)))))))))cc6,CC=O)CC)ccccC)cc6
COccccCCcccccc6CF)F)F))))))NCCNC)C))))C=O)C7C))))))))cc6,COccccCCcccccc6CF)F)F))))))NC)C=O)C7C))))))))cc6
CCC)CCCNS=O)=O)cccccCl)ccc6[nH]9))))))))))CCN6C=O)cncc-cccncc6))))))cn6,CS=O)=O)cccccCl)ccc6[nH]9
C=CCNC=O)ccN)nCCNCCOCC6))))))))cncccccc6nc%13%10,CC=O)ccN)nC)cncccccc6nc%13%10
C=CCNC=O)OCC)Ccccccc6-ccccc[nH]cccccc69)))))))c6%13)))CNC5=O,CCC)Ccccccc6-ccccc[nH]cccccc69)))))))c6%13)))CNC5=O
COccccNCCNC=O)ccccncNCCCC)CC6))))))sc5c9))))))))))CC6))))))cc6,CNCCNC)CC6
CNC=O)C=Ccccoc5))))))))CCCCO)CCccccO)cc6C%10CCN%12CCCC3)))))))C%14O5,CCcccoc5
CCCNCC=O)NC)CCC#N)))))))C=O)ccc-ccccC#N))cc6NC=O)CF))))))))))nn59,CNcccC#N))ccc6C
CcccccN)cC=O)NCCCcccNCCCCCC7)N5)))))))ccc6C%10))))))))))))sc5n9,CC=O)cscncC)ccc6c9N
O=CCCCNCcccBr)ccc6C9=O))))))))))C=O)N6,CNCcccBr)ccc6C9=O
CCC=CC=O)C=C6CF)CCCCCCNCcccccCl)c6)))))))CC5C=O)CO)))C8C)CCO)C%12%20F,CNCCCCCCCF)C=CC=O)C=CC6C)C%10F)CO)CC%14C)C%17C=O)CO)))C%20
Ccnnccccc6c9CCNCccccC=CC=O)NO)))))cc6)))))))CC)C,CCccccCC))cc6
O=CO)cccNCCccccCF)F)F))cc6)))))))))ccc6O,CCCccccCF)F)F))cc6
O=CCCC=CCCCC73)))C6C=O)N9ccccCcccncc6)))))))cc6,CccccCcccncc6)))))))cc6
CCC)C)NCCO)cccBr)cN)cBr)c6,CCCO)cccBr)cN)cBr)c6
CCOC=O)ccnccC)cccc6c%10NCcccco5,CC=O)ccnccC)cccc6c%10C
O=cnCcncCCC3)))co5))))))ncccc-ccccOCF)F)F)))cc6))))))cn96,CccccnnC)c=O)n5c9
Cncncc5CCNC=O)OCCcccccc6-cccccc6%13)))))))))))))))))C=O)O,CCCcccccc6-cccccc6%13
CCnc=O)nC=CCO))CNCCCCCCCCC8)))))))))CC6))))))cccccc69,CCnc=O)nC)cccccc69
CCCCCnncC=O)NCC=O)OC)))CC)C)))))cccccc69,CC=O)cnnC)cccccc96
Ccnccc=O)n-ccccCl)cc6))))))[nH]c5c9I,CccccCl)cc6
CCCCOcccccc6))))))))OPC)=O)Cl,Ccccccc6
CCCCCCCCCCCC=O)NCCO))CCO)cccccc6,CNCCO))CCO)cccccc6
COC=O)NCCCNccccNCCCOC4)))C4))))cF)c6))))))C=O)O5,CccccC)cF)c6
COccccNC=O)CCl)))CC=O)NCCCCCC6))))))))ccccnc6))))))))cc6,CC=O)CC)ccccnc6
OccccC=NNCCNcccccc6))))))CC6))))))))cc6O,CN=CccccO)cO)c6
CC=O)OCC=O)ccO)ccO)cc6OC%10cccccc6,CCC)=O
COcccc-cnc-cccncN)n6))))))sc5CN)=O)))))))cCl)c6,COccccC)cCl)c6
COC=O)C=COCC)OC))OC5CCCCCCC=CC=O)CCC6C%10CCC%14%17C,COCC)OCC)CCCCCCCC=CC=O)CCC6C%10CCC%14%17C)))))))))))))))))O5
Br.CcncN)sc5-ccscNccccNC)C))cc6)))))))n5,CccccNC)C))cc6
CCCOCCN6cnc-cnncc[nH]ccc95)))))))))ccc6ncn5C,Ccnncc[nH]ccc95
Ccoc-cccccC#N))c6))))))nc5CCOcccccc6)CCC5CC=O)O,CC=O)CCCCcccC)ccc69
CcccncNcncO)cC)c=O)[nH]6)))))))ncC)c6cc%10C,CcncC)cccC)cC)cc6n%10
NC=O)ccnCCO))CCnccccccNC=O)CCcccccc6))))))))))cc69))))))))))))cn5,CC=O)CCcccccc6
C=CCCNCCC6CC6COC=O)OCC)))))cccnccccOC))cc%106,C=CCCNCCC6CC6COC))cccnccccOC))cc%106
O=COCCF))CF)F)F))))NCCCC5)C3cccn-ccccF)cc6))))))n5,CNCCCC5)C3cccnC)n5
CNC=O)CNC=O)C=CccccCl)cc6Cl)))))))))))N=Ccccccc6))))))cccccc6%11,CNCN=Ccccccc6))))))cccccc6NC)C%11=O
Ccncccccn6c9C=O)NCC)cccccc6,CNCC)cccccc6
CS=O)=O)Ncccccc6CCCC6ccnc[nH]5,CNcccccc6CCCC6ccnc[nH]5
N#CcccNC=O)Ccccccc6C=O)NCCF)F)F)))C%10ccccnc6))))))))))))))))))ccc6F,CNccccF)cC#N))c6
CNcccc-cnccccF)cc6s9)))))))))cc6,CNccccC)cc6
CCCSC=O)cccccc6)))))))))C=O)NCCScccccc6)))))))CC5C=O)O,CC=O)CC)CSC=O)cccccc6
CCCScnnccn6)OCC=Ccccco5)))))))Ncccccc6-%11,CCCScnnccn6)OCCC))Ncccccc6-%11
CCC)NC=O)OCCCNCCCC=O)ccccF)cc6))))))))))CC6,COCCCNC)CC6
N#CcccF)ccCCCF)CN5cccnnccCN)=O))c5c9))))))))))))))c6,CcccnnccCN)=O))c5c9
CCCO))CO))NCccccccccc6ccc%10cccccc%186.CS=O)=O)O,CCccccccccc6ccc%10cccccc%186
N#CccccOCCCCC=O)C5CC8NCCCCN)C6)))))))))))))))cc6,CCCCC=O)CCC5C8C
COccccNC=O)cccOCCCNC)C))))))nn5Ccccccc6))))))))))))))cc6.Cl,CNccccOC))cc6
CNCcccccCl)c6)))))))C=O)ccnccnnc-ccccOCF)F)))cc6))))))n95,CC=O)ccnccnncC)n95
COcccnncCN)=O))cNccccC)cc6F))))))))c6cc%10NCCNC=O)CC)O)))CC6,COcccnncCN)=O))cC)c6cc%10C
COC=O)cccccc6SC=O)ccccCO[N+]=O)[O-]))))cc6,COC
OccCNCCNcccccn6))))))CC6)))))))ccCl)ccccnc%106,CCcccCl)ccccnc6c%10O
CNC=O)ccF)cccc6NcncNcccccc6OC))))CCN5C=O)CNC)C))))))))))))nc[nH]ccc95,CcncC)ccc[nH]c5n9
ccnnncc-cccncNcccccc6)OCCO6))))))))))n6))))))c5c9,Ccccccc6)OCCO6
C=CC=O)Ncccccc6OcncNccnnC)c5))))))ncc6Cl,CNcccccc6C
CCC)C)CNcncncccc-cccccc6)OCO5))))))))cc%106,CccccncncC)c6c%10
N#Ccc[nH]cccc-cccc-ccO)cccc6O)))))))cc6))))))cc96,Ccccc[nH]ccC#N))c5c9
CCCCCN5S=O)=O)ccccC=O))cc6,CCCCCN5C
COC=O)CccccF)cc6))))))CCCCCN6,CC=O)CccccF)cc6))))))CCCCCN6
O=CNccccc-cccn[nH]5)))))c6)))))))ccccCF)F)F))[nH]c6=O,CC=O)ccccCF)F)F))[nH]c6=O
CCC)CCCCC)CN5C=O)ccccF)cS=O)=O)NCCOCC6)))))))c6)))))))))C6,CNCCOCC6
C#CcccccNcncncccOC))cNC=O)C=CCNCCCCC6)))))))))))cc%106)))))))))))c6,CNccccC)ncnc6cc%10OC
CC=CCCC5NC=O)NccccCl)cS=O)=O)CC)CCOC5))))))c6O,CNCCCC=C5C
CCNC=S)NCCCC5cc9ncCC)NCCOCC6)))))))[nH]c6=O,CNCCOCC6
COcccccc6NCC=O)NCcccccn6))))))))))SC)=O)=O,CNCcccccn6
COccccoc-cccccc6))))))cOC))c=O)c6c%10,COccccocC)cOC))c=O)c6c%10
CCCCccccC#N))cncccc%106))))))))))CNC=O)CCCCNC)CC6))))))))C6,CCCCccccC#N))cncccc%106))))))))))CNC)C6
CCC)CCCNCCO)CccccO)cI)c6))))))))))CCC=CCCCC=O)O))))))))C6C6,CCCCCC)CCCC6C4C)C
CcccOcncccoccc95))))))))))ccc6-cncN)cnc6C,Ccncccoccc95
Cccc=O)occcccc6c%10nn%13-cccccc6,Cccc=O)occcccc6c%10nn%13C
CCccC)cC#N))cncccccc6n9c%13NCCOCC6,CCccC)cC#N))cncccccc6n9c%13C
CC=O)NN=CccccCl)cc6))))))OC5C)C,CNN=CccccCl)cc6))))))OC5C)C
NcncN)ccOCcccco5)))))))cccc6n%10,CcccccncN)ncN)c%106
CCOccccCNC=O)ccc=O)[nH]ccccS=O)=O)NCCCCC6)))))))cc%106)))))))))))))cc6,CC=O)ccc=O)[nH]ccccSC)=O)=O))cc%106
CcccC)ccNcncNCCCCCC6N))))))))nccnc5c9CN)=O))))))))))))c6,CcncC)nccnc5c9CN)=O
CCOCncccccc6cccccccccc6[nH]c9c%13%20))))))))))CNC5=O))))))))))))))CO)CO)C6O,Cncccccc6cccccccccc6[nH]c9c%13%20))))))))))CNC5=O
COccccS=O)=O)NCCCNC#N)))ccc-cncnc[nH]ccc95)))))))))ccc69)))))))))))cc6,CNCCCC)cccC)ccc69
CccccC=O)OccocCScncccn6))))))))cc6=O)))))))))cc6[N+]=O)[O-],CC=O)ccccC)c[N+]=O)[O-]))c6
CCCCC=O)COccOC))cccc6C9CCNCCCC3))))CC8)C%176,CCCCC=O)COccOC))cccc6C9CCNC)CC8)C%176
COccc-cncncccn6c9Ncccccc6C)))))))))))))))))ccc6O,Ccncncccn6c9C
COcccccNS=O)=O)ccc-ccC)noc5C))))))ccc6C)))))))))c6,COcccccC)c6
O=CO)CNC=O)C=CO)CCNCccccOcccccc6F))))))))cc6)))))))C6=O,Ccccccc6F
CNC=O)CCC=CccccNC)cncccn6)))))))cc6)))))))))NC=O)ccF)cccc6F,CCccccC)cc6
CNC)CccccCSCCNcnnccc6[N+]=O)[O-])))))))))))))o5,Ccnnccc6[N+]=O)[O-]
N#CCcccccn6))))))CCNCcccC=O)O))c=O)nccccc%106)))))))))))CC6,CCcccCC)=O))c=O)nccccc%106
CCNC=O)CCCC=CCCCO)CCO)C5CCCO)CCcccccc6,CCCCCO)CCO)C5CCCO)CCcccccc6
CCC=O)Ncccccc6))))))CC)CCNCCcccccc6))))))))CC6.Cl,CCCcccccc6
CccccC=CC=O)NCCC)C)CNC=O)C=CccccC)o5))))))))))))))))o5,CCccccC)o5
N#CCCCCN5C=O)CNC=O)cccnccccF)cc%106,CC=O)cccnccccF)cc%106
CC=CCNCCCcccO)ccc6NC)C%129CCC%17C%13CO))C=O)OC,COC
NC=O)CCCCC3))))NC=O)ccncNCCF)F)C4))))cOCCCC3)))))n6,CNCCCCC3))))CN)=O
C=CC=O)NccccS=O)=O)NCCCNC=O)OCcccccc6))))))))))CC6)))))))cc6,CCcccccc6
O=CCOcccccc6NCCNCCO)COcccccc6C=O)cccccc6)))))))))))))))))CC6))))))))))N6,Ccccccc6C=O)cccccc6
O=CO)cccc-cnccC=O)O))s5)))))nc6,CC=O)ccncC)s5
NS=O)=O)ccccNC=O)Ccccccc6)))))))))cCl)c6,CNccccSN)=O)=O))cc6Cl
O=c[nH]ncSCccsc-cccccc6))))))n5)))))))c=O)[nH]6,CcncCScn[nH]c=O)[nH]c6=O)))))))))cs5
CccnS=O)=O)cccccc6C=O)O)))))))))cccccc96,CccnC)cccccc96
O=CNCccccnc6))))))))NccccS=O)=O)NCCCNCC7))))))))cc6,CNccccSC)=O)=O))cc6
N#CcccOcccc-cccccCO)CO)CN)=O))))n6))))))cc6)))))))ccc6CF)F)F,CccccCF)F)F))cC#N))c6
O=CCCCC=CCCCO)CCO)C5CCCO)CCcccccc6))))))))))))))))))))))OCCCCO[N+]=O)[O-],CCCCCO)CCO)C5CCCO)CCcccccc6
CNcncccNCCCNC=O)NccccCNCCOCC6)))))))cCF)F)F))c6)))))))))C5)))))n6,CCccccNC))cc6CF)F)F
CCNCCCNCC=CCNCCCNCC.Cl.Cl.Cl.Cl,CCC=CCC
O=S=O)NccccO)cBr)c6)))))))ccccCl)cc6,CNccccO)cBr)c6
Ccccccc6NC=O)cncccccc6s9,CNcccccc6C
C.N#CC=CccccO)cO)c6)))))))C=O)NCcccccc6,CNCcccccc6
C#CCScncNNCN)=S))))cC#N))c-cccOC))cOC))cOC))c6))))))n6,C#CCScncC)cC#N))cC)n6
